3/4_sprint,3p%,3pa_rate,3pm-3pa,ast,ast/to,ast/usg,birth_date,blk,bpm,dbpm,draft_age,draft_position,draft_year,drtg,dws/40,effective_fg%,fg%,fgm-fga,ft%,fta_rate,ftm-fta,g,height,high_school,home_town,lane_agility,max_vertical,mp,name,nation,obpm,ortg,ows/40,per,pf,position,pre-draft_team,proj_nba_3p%,pts,reb,school_year,shuttle,standing_reach,stl,title,to,true_shooting_%,url,usg%,weight,wingspan,ws/40
3.22,.381,.579,2.3-6.0,1.3,0.61,0.37,"Dec 24, 2002",0.5,3.7,2.1,18.48 yrs,12th,2021,98.7,.065,.541,.431,4.5-10.4,.750,.226,1.8-2.4,30,"6'5"" (6'9.25"" wingspan)",Royal Crown Academic School,"Toronto, ON",10.97,"37.5""",36.0,Joshua Primo,Canada,1.6,107.8,.059,13.2,2.7,SG,Alabama,.365,13.0,5.4,Freshman,3.36,"8'6.5""",0.9,Joshua Primo 2021 Draft Profile | Tankathon,2.2,.565,https://tankathon.com/players/joshua-primo,17.6,189 lbs,"6'9.25""",.125
,.337,.338,1.5-4.3,5.6,1.55,0.96,"Jun 23, 2001",0.4,9.4,4.6,19.99 yrs,5th,2021,90.8,.097,.560,.503,6.4-12.8,.754,.370,3.6-4.7,30,"6'4""",Minnehaha Academy,"West Saint Paul, MN",,,36.0,Jalen Suggs,USA,4.8,112.4,.115,22.6,3.2,PG/SG,Gonzaga,.350,17.9,6.6,Freshman,,,2.4,Jalen Suggs 2021 Draft Profile | Tankathon,3.6,.595,https://tankathon.com/players/jalen-suggs,24.8,205 lbs,,.212
3.12,.291,.389,1.5-5.1,2.8,0.76,0.62,"Sep 12, 2001",0.7,0.3,1.5,19.77 yrs,10th,2021,99.2,.065,.431,.374,4.9-13.1,.796,.241,2.5-3.2,20,"6'9.75"" (6'10.25"" wingspan)",Sierra Canyon School,"Lancaster, CA",10.69,"39.5""",36.0,Ziaire Williams,USA,-1.2,86.3,-.014,11.2,3.1,SF,Stanford,.355,13.8,5.9,Freshman,3.04,"8'10.5""",1.1,Ziaire Williams 2021 Draft Profile | Tankathon,3.7,.473,https://tankathon.com/players/ziaire-williams,26.5,188 lbs,"6'10.25""",.043
3.14,.305,.335,1.5-4.8,1.7,0.81,0.38,"Dec 8, 2001",0.6,4.2,1.8,19.53 yrs,24th,2021,104.1,.045,.483,.432,6.1-14.2,.800,.312,3.6-4.4,15,"6'4.5"" (6'9.25"" wingspan)",Mayfair High School,"Carson, CA",11.32,"37.5""",36.0,Josh Christopher,USA,2.4,101.2,.054,17.8,3.9,SG,Arizona State,.355,17.3,5.7,Freshman,3.3,"8'5""",1.8,Josh Christopher 2021 Draft Profile | Tankathon,2.1,.529,https://tankathon.com/players/josh-christopher,25.5,215 lbs,"6'9.25""",.099
,.387,.346,1.5-4.0,1.3,0.73,0.34,"Aug 25, 1998",3.5,11.9,5.0,22.82 yrs,,2021,91.8,.089,.652,.585,6.8-11.6,.837,.226,2.2-2.6,25,"7'1""",Voyager Academy,"Durham, NC",,,36.0,Jay Huff,USA,6.9,125.9,.166,31.4,3.5,PF/C,Virginia,.364,17.3,9.4,Senior,,,0.7,Jay Huff 2021 Draft Profile | Tankathon,1.8,.674,https://tankathon.com/players/jay-huff,24.0,240 lbs,,.254
3.06,.297,.387,1.3-4.3,1.3,0.55,0.35,"Aug 26, 2002",2.1,4.7,2.2,18.81 yrs,37th,2021,101.6,.051,.497,.440,4.9-11.1,.741,.445,3.6-4.9,27,"6'9.25"" (7'3.25"" wingspan)",Norcross High School,"Anchorage, AK",12.19,"35.0""",36.0,JT Thor,USA,2.4,108.6,.077,18.3,3.2,PF,Auburn,.344,14.6,7.9,Freshman,3.08,"9'2""",1.3,JT Thor 2021 Draft Profile | Tankathon,2.4,.547,https://tankathon.com/players/jt-thor,20.4,203 lbs,"7'3.25""",.129
3.21,.336,.323,1.6-4.7,3.3,0.98,0.72,"May 23, 1999",0.6,6.2,1.2,22.07 yrs,54th,2021,101.6,.054,.488,.434,6.3-14.5,.714,.344,3.6-5.0,27,"6'10"" (7'1.25"" wingspan)",Montverde Academy,"Tbilisi, Georgia",11.63,"36.5""",36.0,Sandro Mamukelashvili,Georgia,4.9,102.7,.075,20.2,1.8,C,Seton Hall,.347,17.7,7.6,Senior,3.3,"8'10.5""",1.1,Sandro Mamukelashvili 2021 Draft Profile | Tankathon,3.3,.525,https://tankathon.com/players/sandro-mamukelashvili,28.8,240 lbs,"7'1.25""",.129
,.000,.015,0.0-0.1,1.2,0.47,0.36,"Jan 10, 2002",4.5,8.3,6.0,19.44 yrs,22nd,2021,90.7,.092,.540,.540,5.1-9.5,.700,.657,4.4-6.2,25,"6'10.5"" (7'2.5"" wingspan)",Waterford Mott High School,"Pontiac, MI",,,36.0,Isaiah Jackson,USA,2.3,111.9,.092,25.3,5.2,PF/C,Kentucky,.317,14.6,11.4,Freshman,,,1.3,Isaiah Jackson 2021 Draft Profile | Tankathon,2.6,.587,https://tankathon.com/players/isaiah-jackson,20.5,206 lbs,,.185
2.98,.351,.566,3.2-9.2,1.4,0.81,0.32,"Jul 15, 2000",0.2,5.5,0.8,20.93 yrs,,2021,107.5,.030,.493,.394,6.4-16.2,.700,.269,3.1-4.4,21,"6'6.75"" (6'6.75"" wingspan)",GTA Prep,"Toronto, ON",11.0,"41.0""",36.0,AJ Lawson,Canada,4.7,108.0,.085,17.9,2.0,SG,South Carolina,.373,19.1,4.7,Junior,3.01,"8'3.5""",1.8,AJ Lawson 2021 Draft Profile | Tankathon,1.8,.521,https://tankathon.com/players/aj-lawson,25.2,179 lbs,"6'6.75""",.116
,.246,.349,1.4-5.5,3.0,1.03,0.51,"Oct 6, 2002",0.9,,,18.70 yrs,7th,2021,110.0,,.430,.387,6.1-15.8,.625,.258,2.5-4.1,13,"6'8""",The Patrick School,"Kinshasa, DR Congo",,,36.0,Jonathan Kuminga,DR Congo,,90.0,,11.5,2.3,SF,G League,.329,17.4,7.9,G League,,,1.1,Jonathan Kuminga 2021 Draft Profile | Tankathon,2.9,.493,https://tankathon.com/players/jonathan-kuminga,24.2,210 lbs,,
,.300,.345,1.4-4.7,1.9,1.11,0.48,"Nov 28, 2001",0.2,3.1,2.1,19.56 yrs,51st,2021,102.1,.053,.407,.355,4.9-13.8,.785,.224,2.4-3.1,25,"6'7"" (6'10.75"" wingspan)",Sierra Canyon School,"Norcross, GA",,,36.0,BJ Boston,USA,1.0,97.9,.037,13.3,2.3,SG,Kentucky,.353,13.6,5.3,Freshman,,"8'8""",1.6,BJ Boston 2021 Draft Profile | Tankathon,1.7,.447,https://tankathon.com/players/bj-boston,23.0,188 lbs,"6'10.75""",.084
,.400,.388,2.3-5.8,3.5,0.86,0.70,"Sep 25, 2001",0.8,8.3,3.2,19.73 yrs,1st,2021,97.0,.071,.515,.438,6.6-15.1,.846,.390,5.0-5.9,27,"6'7""",Montverde Academy,"Arlington, TX",,,36.0,Cade Cunningham,USA,5.1,106.4,.096,21.6,2.5,PG,Oklahoma State,.379,20.5,6.3,Freshman,,,1.6,Cade Cunningham 2021 Draft Profile | Tankathon,4.1,.574,https://tankathon.com/players/cade-cunningham,29.1,220 lbs,,.167
3.08,.389,.352,1.9-4.9,4.6,1.51,1.00,"Oct 13, 1999",0.3,5.2,1.7,21.68 yrs,,2021,102.1,.050,.456,.387,5.4-13.9,.792,.336,3.7-4.7,26,"6'5.5"" (6'8.75"" wingspan)",Cushing Academy,"Providence, RI",11.21,"39.0""",36.0,David Duke,USA,3.5,102.3,.071,18.1,2.9,SG,Providence,.364,16.4,6.2,Junior,3.19,"8'6.5""",1.2,David Duke 2021 Draft Profile | Tankathon,3.1,.508,https://tankathon.com/players/david-duke,27.3,204 lbs,"6'8.75""",.120
3.07,.305,.334,1.3-4.4,4.8,1.55,0.97,"May 29, 1998",0.3,7.3,1.3,23.06 yrs,,2021,102.8,.046,.494,.443,5.8-13.1,.865,.541,6.1-7.1,25,"6'5.75"" (6'6.25"" wingspan)",Cedar Ridge High School,"Newark, AR",10.94,"35.0""",36.0,Austin Reaves,USA,6.0,114.0,.135,23.6,1.8,SG,Oklahoma,.362,19.1,5.7,Senior,3.19,"8'5""",1.0,Austin Reaves 2021 Draft Profile | Tankathon,3.1,.579,https://tankathon.com/players/austin-reaves,27.7,197 lbs,"6'6.25""",.186
3.12,.440,.524,3.2-7.3,2.0,1.38,0.40,"Mar 3, 1999",0.5,11.1,2.0,22.30 yrs,15th,2021,96.6,.071,.644,.529,7.4-14.0,.878,.248,3.0-3.5,32,"6'7.25"" (6'7"" wingspan)",King's High School,"Edmonds, WA",10.91,"37.5""",36.0,Corey Kispert,USA,9.1,133.1,.181,25.4,1.9,SF,Gonzaga,.398,21.0,5.6,Senior,2.99,"8'6""",1.0,Corey Kispert 2021 Draft Profile | Tankathon,1.5,.674,https://tankathon.com/players/corey-kispert,22.7,224 lbs,"6'7""",.251
3.04,.356,.432,2.0-5.6,2.8,1.30,0.68,"Jan 2, 1999",0.6,7.0,2.1,22.46 yrs,55th,2021,99.2,.063,.523,.446,5.8-13.0,.772,.214,2.1-2.8,31,"6'5"" (6'9.75"" wingspan)",Wesleyan Christian Academy,"Greensboro, NC",11.2,"36.0""",36.0,Aaron Wiggins,USA,4.9,106.1,.082,19.9,2.2,SG,Maryland,.362,15.8,6.4,Junior,3.0,"8'7""",1.2,Aaron Wiggins 2021 Draft Profile | Tankathon,2.1,.550,https://tankathon.com/players/aaron-wiggins,25.4,190 lbs,"6'9.75""",.145
,.350,.300,1.2-3.3,5.9,2.43,1.25,"Nov 19, 2000",0.0,,,20.58 yrs,34th,2021,108.2,,.518,.466,5.2-11.1,.716,.219,1.7-2.4,74,"6'4""",,"Mažeikiai, Lithuania",,,36.0,Rokas Jokubaitis,Lithuania,,112.3,,13.36,2.8,PG,,.341,13.3,3.0,International,,,1.1,Rokas Jokubaitis 2021 Draft Profile | Tankathon,2.4,.542,https://tankathon.com/players/rokas-jokubaitis,20.21,194 lbs,,
,.300,.117,0.4-1.3,2.5,1.07,0.62,"Jun 18, 2001",3.1,13.7,5.8,20.00 yrs,3rd,2021,90.9,.093,.595,.578,6.3-11.0,.694,.566,4.3-6.2,33,"7'0""",Rancho Christian School,"Murietta, CA",,,36.0,Evan Mobley,USA,7.9,123.2,.154,29.1,1.9,C,USC,.322,17.4,9.2,Freshman,,,0.8,Evan Mobley 2021 Draft Profile | Tankathon,2.4,.624,https://tankathon.com/players/evan-mobley,22.8,215 lbs,,.246
3.0,.271,.194,0.7-2.5,3.5,0.94,0.77,"Mar 10, 2002",0.6,4.1,3.1,19.28 yrs,21st,2021,94.5,.081,.476,.449,5.8-12.9,.703,.409,3.7-5.3,27,"6'4.75"" (6'7.25"" wingspan)",The Webb School,"Shelbyville, TN",11.45,"48.0""",36.0,Keon Johnson,USA,1.0,97.7,.041,16.3,3.3,SG,Tennessee,.327,16.0,5.0,Freshman,3.2,"8'1""",1.6,Keon Johnson 2021 Draft Profile | Tankathon,3.7,.519,https://tankathon.com/players/keon-johnson,26.8,185 lbs,"6'7.25""",.122
3.14,.433,.628,2.5-5.8,1.5,1.58,0.45,"Jun 18, 2000",0.5,8.4,2.4,21.00 yrs,17th,2021,102.0,.049,.639,.503,4.7-9.3,.927,.215,1.9-2.0,25,"6'9.25"" (7'0"" wingspan)",Cary Academy,"Durham, NC",11.65,"38.0""",36.0,Trey Murphy III,USA,5.9,129.8,.135,20.9,2.4,SF/SG,Virginia,.394,13.7,4.1,Junior,3.32,"8'9.5""",1.0,Trey Murphy III 2021 Draft Profile | Tankathon,0.9,.670,https://tankathon.com/players/trey-murphy-iii,18.4,206 lbs,"7'0""",.189
3.16,.386,.316,1.3-3.5,2.9,1.37,0.71,"Apr 17, 2001",0.9,9.0,3.3,21.17 yrs,21st,2022,96.9,.073,.556,.495,5.4-11.0,.733,.323,2.6-3.5,40,"6'7"" (6'6.5"" wingspan)",Blue Valley Northwest,"Burlington, KS",11.0,"40.0""",36.0,Christian Braun,USA,5.6,116.5,.102,19.6,1.9,SG,Kansas,.347,14.8,6.8,Junior,3.13,"8'3.5""",1.0,Christian Braun 2022 Draft Profile | Tankathon,2.1,.585,https://tankathon.com/players/christian-braun,20.4,209 lbs,"6'6.5""",.175
,.364,.336,1.0-2.7,5.1,2.84,1.57,"Jul 12, 2002",0.4,8.0,4.5,19.94 yrs,18th,2022,94.6,.082,.563,.502,4.0-8.0,.736,.231,1.4-1.9,37,"6'7.25"" (7'0.75"" wingspan)",Hillcrest Prep,"Phoenix, AZ",,,36.0,Dalen Terry,USA,3.5,122.8,.093,16.9,2.9,SG/PG,Arizona,.341,10.4,6.3,Sophomore,,"8'10""",1.6,Dalen Terry 2022 Draft Profile | Tankathon,1.8,.584,https://tankathon.com/players/dalen-terry,14.1,195 lbs,"7'0.75""",.175
,.143,.088,0.1-1.0,2.3,1.00,0.58,"Jan 1, 2002",1.6,7.2,3.4,20.46 yrs,45th,2022,93.7,.083,.528,.522,6.2-11.9,.754,.409,3.7-4.8,33,"6'8""",St. Andrew's School,"Boca Raton, FL",,,36.0,Josh Minott,USA,3.8,117.6,.116,23.7,4.3,PF,Memphis,.327,16.2,9.2,Freshman,,,2.0,Josh Minott 2022 Draft Profile | Tankathon,2.3,.571,https://tankathon.com/players/josh-minott,21.9,205 lbs,,.199
3.22,.225,.109,0.4-1.7,2.7,0.86,0.50,"Jan 16, 2003",2.3,,,19.42 yrs,,2022,107.5,,.475,.463,7.2-15.5,.769,.177,2.1-2.7,28,"6'9.25"" (7'0.25"" wingspan)",Hillcrest Prep,"Milwaukee, WI",11.49,"32.5""",36.0,Michael Foster Jr.,USA,,95.9,,15.82,2.2,PF,G League,.329,18.4,11.4,G League,3.1,"9'1.5""",0.9,Michael Foster Jr. 2022 Draft Profile | Tankathon,3.1,.549,https://tankathon.com/players/michael-foster-jr,23.93,237 lbs,"7'0.25""",
3.28,.226,.263,0.6-2.8,2.3,0.87,0.53,"Sep 11, 2002",1.7,1.1,3.8,19.77 yrs,30th,2022,91.6,.089,.352,.322,3.4-10.5,.688,.271,2.0-2.8,32,"6'8"" (7'0.5"" wingspan)",Long Beach Polytechnic High School,"Long Beach, CA",11.03,"33.5""",36.0,Peyton Watson,USA,-2.7,85.6,-.020,11.2,4.5,SF,UCLA,.322,9.3,8.2,Freshman,3.24,"8'11.5""",1.7,Peyton Watson 2022 Draft Profile | Tankathon,2.7,.394,https://tankathon.com/players/peyton-watson,20.8,203 lbs,"7'0.5""",.079
3.26,.214,.065,0.1-0.6,1.2,0.55,0.31,"Jan 21, 2002",1.3,2.8,1.1,20.41 yrs,43rd,2022,104.1,.045,.549,.542,5.3-9.8,.619,.389,2.4-3.8,32,"6'10.25"" (7'2.5"" wingspan)",IMG Academy,"Paris, France",11.16,"36.5""",36.0,Moussa Diabate,France,1.6,110.9,.080,17.6,3.9,PF,Michigan,.308,13.1,8.6,Freshman,2.9,"9'1.5""",0.5,Moussa Diabate 2022 Draft Profile | Tankathon,2.1,.565,https://tankathon.com/players/moussa-diabate,19.7,217 lbs,"7'2.5""",.126
3.29,.360,.302,1.7-4.7,2.0,1.15,0.43,"May 17, 2001",0.2,5.0,1.4,21.09 yrs,,2022,99.3,.063,.487,.432,6.8-15.6,.835,.191,2.5-3.0,30,"6'6.5"" (6'11"" wingspan)",Harvard-Westlake School,"Los Angeles, CA",11.03,"32.5""",36.0,Johnny Juzang,USA,3.6,107.2,.084,18.1,2.2,SG,UCLA,.366,17.7,5.4,Junior,3.17,"8'6.5""",0.8,Johnny Juzang 2022 Draft Profile | Tankathon,1.8,.519,https://tankathon.com/players/johnny-juzang,27.0,209 lbs,"6'11""",.147
,.447,.537,2.7-6.1,1.5,1.52,0.37,"Aug 25, 2003",0.8,8.1,1.5,18.82 yrs,16th,2022,102.3,.051,.613,.493,5.6-11.4,.792,.179,1.6-2.0,39,"6'6""",Archbishop Stepinac High School,"White Plains, NY",,,36.0,AJ Griffin,USA,6.6,128.9,.128,20.7,1.6,SF,Duke,.379,15.6,5.9,Freshman,,,0.8,AJ Griffin 2022 Draft Profile | Tankathon,1.0,.630,https://tankathon.com/players/aj-griffin,18.8,222 lbs,,.180
,.430,.312,1.7-3.9,2.2,1.06,0.54,"Mar 7, 1999",0.5,6.7,1.8,23.28 yrs,51st,2022,97.6,.069,.516,.449,5.6-12.4,.689,.280,2.4-3.5,29,"6'6""",Massanutten Military Academy,"Allentown, PA",,,36.0,Tyrese Martin,USA,4.9,113.7,.099,19.5,2.4,SG/SF,UConn,.348,15.2,8.4,Senior,,,0.9,Tyrese Martin 2022 Draft Profile | Tankathon,2.1,.540,https://tankathon.com/players/tyrese-martin,22.3,215 lbs,,.168
,.309,.411,2.6-8.3,3.9,1.06,0.58,"Jul 5, 2002",0.2,,,19.96 yrs,37th,2022,113.1,,.440,.376,7.6-20.2,.794,.149,2.4-3.0,25,"6'4""",Coronado High School,"Detroit, MI",,,36.0,Jaden Hardy,USA,,88.8,,9.93,2.7,SG,G League,.374,21.5,4.8,G League,,,1.4,Jaden Hardy 2022 Draft Profile | Tankathon,3.7,.498,https://tankathon.com/players/jaden-hardy,30.47,190 lbs,,
,.200,.187,0.4-2.1,1.2,0.81,0.36,"Jul 26, 2001",6.4,14.1,8.0,20.90 yrs,22nd,2022,83.0,.124,.627,.608,6.7-11.1,.596,.332,2.2-3.7,34,"7'1"" (7'4.25"" wingspan)",Woodward Academy,"Newnan, GA",,,36.0,Walker Kessler,USA,6.2,126.0,.129,31.4,3.6,C,Auburn,.305,16.1,11.3,Sophomore,,"9'5""",1.5,Walker Kessler 2022 Draft Profile | Tankathon,1.5,.627,https://tankathon.com/players/walker-kessler,19.0,256 lbs,"7'4.25""",.253
,.387,.585,2.4-6.2,3.4,1.06,0.87,"Aug 30, 2000",1.2,9.2,4.5,21.80 yrs,47th,2022,88.7,.103,.591,.477,5.1-10.6,.814,.355,3.1-3.8,30,"6'6""",St. John's Jesuit High School,"Toledo, OH",,,36.0,Vince Williams Jr.,USA,4.7,110.3,.086,20.7,3.2,SF,VCU,.375,15.6,6.6,Senior,,,1.8,Vince Williams Jr. 2022 Draft Profile | Tankathon,3.2,.629,https://tankathon.com/players/vince-williams-jr,22.6,205 lbs,,.189
3.33,.393,.506,2.0-5.1,1.4,0.88,0.43,"Dec 4, 2002",2.2,1.5,1.7,19.54 yrs,,2022,105.1,.041,.515,.416,4.2-10.2,.440,.151,0.7-1.5,31,"7'0.75"" (7'2.25"" wingspan)",Christ Church Episcopal,"Greenville, SC",11.16,"28.5""",36.0,John Butler,USA,-0.2,101.0,.034,13.3,3.7,PF/C,Florida State,.319,11.1,6.1,Freshman,3.04,"9'4""",0.8,John Butler 2022 Draft Profile | Tankathon,1.6,.512,https://tankathon.com/players/john-butler,17.4,174 lbs,"7'2.25""",.075
,.352,.337,1.4-4.0,3.5,1.77,0.84,"Sep 24, 1999",1.0,7.9,2.7,22.73 yrs,49th,2022,96.8,.073,.504,.445,5.3-12.0,.682,.356,2.9-4.3,32,"6'10""",Rancho Christian School,"Murrieta, CA",,,36.0,Isaiah Mobley,USA,5.2,114.5,.106,21.1,2.1,PF,USC,.340,15.0,8.8,Junior,,,0.8,Isaiah Mobley 2022 Draft Profile | Tankathon,2.0,.535,https://tankathon.com/players/isaiah-mobley,22.4,240 lbs,,.180
,,,,,,,"Jun 22, 2002",,,,19.99 yrs,55th,2022,,,,,,,,,,"6'8""",,"Brasília, Brazil",,,,Gui Santos,Brazil,,,,,,SF,,,,,International,,,,Gui Santos 2022 Draft Profile | Tankathon,,,https://tankathon.com/players/gui-santos,,209 lbs,,
3.37,.384,.246,0.9-2.3,3.9,1.37,0.98,"Nov 3, 2001",1.0,8.5,3.7,20.62 yrs,19th,2022,95.9,.074,.606,.559,5.3-9.5,.777,.529,3.9-5.0,33,"6'8"" (6'9.5"" wingspan)",Lawrence Central High School,"Indianapolis, IN",10.58,"34.0""",36.0,Jake LaRavia,USA,4.7,121.7,.131,22.9,2.9,SF,Wake Forest,.346,15.4,6.9,Junior,2.89,"8'8""",1.8,Jake LaRavia 2022 Draft Profile | Tankathon,2.8,.649,https://tankathon.com/players/jake-laravia,20.4,227 lbs,"6'9.5""",.206
3.55,.352,.202,1.1-3.2,3.1,1.14,0.68,"Jul 10, 2000",1.3,10.6,2.8,21.94 yrs,,2022,90.9,.097,.519,.484,7.6-15.6,.716,.434,4.8-6.8,36,"6'11"" (7'4"" wingspan)",Middlebrooks Academy,,11.4,"27.5""",36.0,Orlando Robinson,USA,7.7,113.5,.151,29.8,2.6,C,Fresno State,.340,21.1,9.1,Junior,3.23,"9'3""",1.1,Orlando Robinson 2022 Draft Profile | Tankathon,2.7,.559,https://tankathon.com/players/orlando-robinson,33.7,244 lbs,"7'4""",.247
,.384,.630,3.2-8.3,3.1,1.68,0.67,"Sep 23, 1998",0.6,7.3,2.3,23.74 yrs,,2022,93.0,.087,.548,.427,5.6-13.2,.748,.281,2.8-3.7,34,"6'5""",Fairhope High School,"Fairhope, AL",,,36.0,Tevin Brown,USA,5.1,120.6,.127,21.6,1.6,SG,Murray State,.379,17.2,5.7,Senior,,,1.4,Tevin Brown 2022 Draft Profile | Tankathon,1.9,.576,https://tankathon.com/players/tevin-brown,23.1,175 lbs,,.214
,,,,,,,"Nov 4, 2000",,,,21.62 yrs,,2022,,,,,,,,,,"6'11.25"" (7'1.75"" wingspan)",Hillcrest Prep,"Perth, Australia",,,,Makur Maker,Australia,,,,,,PF/C,,,,,G League,,,,Makur Maker 2022 Draft Profile | Tankathon,,,https://tankathon.com/players/makur-maker,,232 lbs,,
,.315,.492,2.0-6.4,4.6,1.17,0.94,"Jun 9, 2003",0.6,,,19.03 yrs,27th,2022,107.7,,.492,.414,5.4-13.0,.718,.263,2.4-3.4,29,"6'11"" (7'0.25"" wingspan)",,"Belgrade, Serbia",,,36.0,Nikola Jović,Serbia,,96.2,,11.89,3.0,SF,,.354,15.2,6.0,International,,"9'0.5""",0.9,Nikola Jović 2022 Draft Profile | Tankathon,3.9,.521,https://tankathon.com/players/nikola-jovic,23.8,223 lbs,"7'0.25""",
3.17,,,,,,,"Jul 3, 2003",,,,18.96 yrs,,2022,,,,,,,,,,"6'2.25"" (6'5.25"" wingspan)",,"Santo Domingo, Dominican Republic",11.19,"37.0""",,Jean Montero,Dominican Republic,,,,,,PG,Overtime Elite,,,,Overtime Elite,3.17,"8'2.5""",,Jean Montero 2022 Draft Profile | Tankathon,,,https://tankathon.com/players/jean-montero,,172 lbs,"6'5.25""",
,.000,.004,0.0-0.0,1.8,0.57,0.46,"Nov 18, 2003",3.0,7.1,3.3,18.58 yrs,13th,2022,91.9,.093,.597,.597,6.9-11.6,.625,.441,3.2-5.1,29,"6'11"" (7'5.25"" wingspan)",Montverde Academy,"New Castle, DE",,,36.0,Jalen Duren,USA,3.7,112.6,.098,25.3,3.9,C,Memphis,.307,17.0,11.6,Freshman,,,1.2,Jalen Duren 2022 Draft Profile | Tankathon,3.2,.608,https://tankathon.com/players/jalen-duren,22.8,250 lbs,,.191
,,.000,0.0-0.0,0.9,0.41,0.27,"Jan 17, 2001",2.1,,,21.42 yrs,46th,2022,114.1,,.643,.643,5.8-9.0,.654,.578,3.4-5.2,34,"6'11""",,"Paris, France",,,36.0,Ismael Kamagate,France,,119.0,,19.48,2.4,C,,.311,15.0,8.3,International,,,0.9,Ismael Kamagate 2022 Draft Profile | Tankathon,2.3,.653,https://tankathon.com/players/ismael-kamagate,18.0,220 lbs,,
,.359,.214,1.3-3.5,1.5,0.45,0.32,"May 10, 2001",1.6,14.7,5.7,21.11 yrs,17th,2022,83.2,.124,.559,.521,8.5-16.3,.803,.515,6.7-8.4,33,"6'8"" (7'2"" wingspan)",Federal Way High School,"Seattle, WA",,,36.0,Tari Eason,USA,9.0,119.2,.169,33.4,4.1,PF,LSU,.354,25.0,9.7,Sophomore,,"8'11.5""",2.9,Tari Eason 2022 Draft Profile | Tankathon,3.3,.615,https://tankathon.com/players/tari-eason,31.8,217 lbs,"7'2""",.293
3.27,.274,.368,1.4-5.1,1.5,0.66,0.32,"Nov 8, 2002",0.3,1.3,-1.0,19.61 yrs,40th,2022,110.0,.023,.453,.403,5.6-13.8,.831,.491,5.7-6.8,31,"6'6.5"" (6'8.75"" wingspan)",Legacy Early College,"Pendleton, SC",11.12,"34.0""",36.0,Bryce McGowens,USA,2.3,103.0,.062,16.9,2.2,SG,Nebraska,.358,18.2,5.6,Freshman,3.16,"8'7.5""",0.8,Bryce McGowens 2022 Draft Profile | Tankathon,2.3,.533,https://tankathon.com/players/bryce-mcgowens,27.2,181 lbs,"6'8.75""",.085
,.355,.595,2.0-5.6,1.5,0.88,0.41,"Jan 9, 2003",0.3,3.1,1.2,19.44 yrs,32nd,2022,106.8,.033,.489,.384,3.6-9.4,.783,.292,2.2-2.7,34,"6'8""",Montverde Academy,"Mississauga, ON",,,36.0,Caleb Houstan,Canada,1.9,105.4,.051,11.8,1.9,SF,Michigan,.363,11.3,4.5,Freshman,,,0.8,Caleb Houstan 2022 Draft Profile | Tankathon,1.7,.530,https://tankathon.com/players/caleb-houstan,17.9,205 lbs,,.085
,,,,,,,"May 30, 2003",,,,19.05 yrs,7th,2022,,,,,,,,,,"6'5.25"" (6'11.5"" wingspan)",Dream City Christian School,"London, ON",,,,Shaedon Sharpe,Canada,,,,,,SG,Kentucky,,,,Freshman,,"8'7.5""",,Shaedon Sharpe 2022 Draft Profile | Tankathon,,,https://tankathon.com/players/shaedon-sharpe,,198 lbs,"6'11.5""",
,.369,.465,2.5-6.7,2.8,1.42,0.55,"Jun 19, 2002",0.3,8.0,1.9,20.00 yrs,6th,2022,96.8,.073,.536,.450,6.5-14.5,.764,.368,4.1-5.3,37,"6'6"" (6'9"" wingspan)",NBA Academy Latin America,"Montreal, QC",,,36.0,Bennedict Mathurin,Canada,6.1,119.7,.133,21.1,2.0,SG,Arizona,.370,19.6,6.2,Sophomore,,"8'8""",1.1,Bennedict Mathurin 2022 Draft Profile | Tankathon,2.0,.576,https://tankathon.com/players/bennedict-mathurin,25.1,205 lbs,"6'9""",.206
3.4,.441,.280,1.6-3.6,3.5,0.98,0.73,"Jan 10, 2003",0.1,,,19.44 yrs,50th,2022,112.3,,.502,.440,5.7-13.0,.861,.296,3.3-3.8,25,"6'5.5"" (6'8"" wingspan)",,"Brindisi, Italy",11.42,"31.5""",36.0,Matteo Spagnolo,Italy,,100.5,,13.16,2.9,PG/SG,,.371,16.3,4.7,International,3.16,"8'6""",1.0,Matteo Spagnolo 2022 Draft Profile | Tankathon,3.5,.552,https://tankathon.com/players/matteo-spagnolo,23.75,196 lbs,"6'8""",
3.24,.346,.300,1.4-4.0,1.6,0.54,0.36,"Jul 30, 2002",0.9,5.7,1.8,19.89 yrs,57th,2022,93.8,.086,.513,.461,6.2-13.5,.784,.467,4.9-6.3,33,"6'8"" (6'10.75"" wingspan)",AZ Compass Prep,"Inglewood, CA",11.53,"32.5""",36.0,Jabari Walker,USA,3.8,109.8,.099,23.0,3.2,SF/PF,Colorado,.353,18.7,12.0,Sophomore,3.12,"8'9""",0.9,Jabari Walker 2022 Draft Profile | Tankathon,2.9,.570,https://tankathon.com/players/jabari-walker,27.6,214 lbs,"6'10.75""",.185
